TITLE,DATE,RATING,REVIEW 
Enjoyable stay at The Fullerton Hotel Singapore,Date of stay: May 2022,40,"Booked a room with a view of the quay pool. Good view, good room, and good vibes. It had a balcony that was suitable for me to include decorations such as props for a proposal. I was able to control the curtains as well (bonus). Overall, I had a wonderful experience hosting a proposal with The Fullerton Hotel."
Corporate event with awesome Chinese food,Date of stay: May 2022,50,Organized a corporate event here at the hotel and the food served was awesome. We had the Chinese menu and each of the dishes was well presented coupled with great taste. Service was appropriate and the guests enjoyed themselves that evening very much with great compliments for the food.
Very clean quiet and calm,Date of stay: May 2022,50,"An escape from the busy street but just a walk away from tourist attractions merlion, marina bay sands and garden by the bay and shopping malls. Very easy to find you would not get lost. A great place to relax and revitalise. A great holiday stay."
Family staycation,Date of stay: May 2022,50,"We stayed at the Palladian Suite for two nights with our toddler. Baby cot was provided upon request. The room is really clean – you can tell that even the carpets are clean, which isn’t usually the case for other hotels! With access to The Straits Club as part of the booking, we frequented it for breakfast, afternoon tea and evening cocktails. Service each time we were there was splendid, and we enjoyed our time with Paolo, Lucy and Siti! Thank you for a memorable stay ❤️"
Dining at Fullerton,Date of stay: May 2022,50,"Mr Lalikumar is the greatest service staff during our dining experience! Due to my special dietary requirement, he met every single requests that we have made 😍 He ensure that the food quality the hotel serve is at top notch quality! I love my dining experience with Mr Lakikumar being our server! Highly recommended 💯"
"Staycation with kids, wonderful",Date of stay: May 2022,50,"It was a great one day break at fullerton, the room was comfy, bed was perfect, ambience was cozy. If i have a chance to go back there, I definitely will. It is walking distance to One Fullerton which u can find a great outdoor view there."
A worthwhile experience,Date of stay: May 2022,40,"Definitely something I would recommend to my friends and family. The atmosphere and ambience of the place is elegant and fine. The service is initiative and welcoming, ready to assist and help when needed."
0ne-night stay,Date of stay: May 2022,50,"It was a memorable experience!  The room was gorgeous! The bathtub was cozy and they have techy toilet. Pretty bed and ceiling.., the balcony was to die for! Perfect for instagram photos.. people were nice, and the swimming pool was clean and beautiful.  See for yourself! ❤️"
Awesome Staycation at Fullerton,Date of stay: May 2022,50,"Had a great time at the hotel. The Palladian Suite was impressive. I enjoyed my dinner at Jade restaurant, and my frequent trips to the Straits Club were satisfying, staff were friendly and food was good."
A wonderful experience at the Gift Shop this afternoon,Date of stay: May 2022,50,"I will like to express my heartfelt thanks to your dedicated staff who served me this afternoon at the Gift shop. I happily browsed at the gift shop and when I was ready to make payments for my purchase, I realised I left my purse at home! Caught in a dilemma and panic about payment. The only thing I had with me this afternoon was just my mobile phones. While I still could not believe that I actually left home without my purse, your kind and thoughtful staff, Annabelle offered me an option, which enabled me to make my purchase without hassle. Thank you very much. I am impressed with her resolve skills. Thank you Annabelle! You make my day and save my embarrassment. Hahaha! Hope to see you again in person so that I can expressed my thanks. Keep up the good work! You are doing great Annabelle! Your service touched the bottom of my heart. 😘"
Bridal suite - Fullerton suite,Date of stay: May 2022,50,Amazing suite. Service was excellent. Especially liked the fact that the Fullerton suite came with a guest restroom. Helped when you had guests over. The outdoor patio was ridiculous as well. No complaints.
Excellent service!,Date of stay: May 2022,40,Excellent location and nice hotel with very good service. Check-in was hassle-free. We were satisfied with our room and the facilities provided. Breakfast was good and the servers were attentive. The building itself is more than 100 years old and the architectural design is fantastic.
A true gem worth revisiting,Date of stay: May 2022,50,"I have made quite a few stays over the past year. The team at Fullerton are very welcoming in this beautiful national monument site. I would like to thank Sharon for coordinating and following up on my stays, as well as Rhea, Joshua Liu, Revathy and Warren for the warm hospitality shown across all my stays. Special mention to Joshua who always consistently followed up whenever there were issues raised. Simon from housekeeping also provided a very warm and friendly service when we met during turndown hour.  Fullerton hotel is also serving a wonderful spread of dishes for buffet breakfast and it is certainly a highlight of our stay. The quality is also great and definitely a happy start to the day. Pancakes with icecream is delicious! Thanks Shye, Rey and team for elevating our dining experience!  Its a wonderful place to look forward to heading back."
Home from Home but more Spoiling,Date of stay: May 2022,50,"I just love this place. I will always return to the calm and peaceful Fullerton, with the charm and splendour of old-world, new-world atmosphere, the location for walks and shopping, the extraordinary views from the balcony, and so much more."
"Great hotel, but could improve in communicating with guests.",Date of stay: May 2022,30,"Wonderful stay at the Fullerton with great amenities, breakfast and location. It's within walking distance to many places with an underpass towards the Marina Bay area.  However, the hotel could have improved in its communication with guests about the construction noises during the day as it had interrupted our rest in room. We would have better planned our time in the hotel. We had expected more from a 5 star hotel with high end prices in this expect. Please inform your guests earlier regarding this, in order for them to make better decisions."
Sunday brunch at town restaurant,Date of stay: May 2022,50,"Ambience was nice & cozy. Window seats has lovely view of Andersen bridge & Victoria theatre. Great selection of seafood& hot food, fresh & tasty. Ordered the negroni, it was delicious. Dessert was surprisingly so wonderfully plated & yummy.Service staff Ms Princess was friendly & attentive. We will be back."
Fabulous location and amazing staff,Date of stay: April 2022,40,"I want to caveat that this would be a 5 star review but there were some minor things that made it jump to 4 which I'll detail below.  We had an amazing stay. The staff were all amazing and attentive which is a good thing. The kids were spoilt and treated like little princesses and of course they loved that.  Location: amazing. Raffles place MRT is just down the road and you can access so many areas of Singapore from there  Room: Small rooms but comfortable. We had the view of Marina Bay Sands and it was magical to sit there and watch the world go by from the balcony. Only issue with the rooms is that we had to request for a 4th towel twice (4 in the room) and they didn't replenish the toiletries for 2 days in a row so we had to call housekeeping to get it delivered. It was delivered by a guy who was on his phone and just stuck his hand out and walked away. I wouldn't make a big deal of this usually but when you are paying this much for accomodation, I also expect the service to match the price.  Food: The food didn't float my boat. So much so we went out for breakfast one morning. The staff will bring items on the menu from the buffet for hygiene reasons. On the first morning my hash browns were cold so they had been sitting in the food pod for a while. It didn't improve over the days so I would say this is one area that needs some attention. However, the cake store got a lot of our business and I have zero regrets over this.  Staff: Staff were super friendly and helpful. We are well aware of staffing shortages and training requirements but staff at the restaurant gave us different information to the staff at the reception, which differed to that from the concierge desk. Just some consistency would be good and the correct information too.  Pool: Pool was good and perfect to cool off in after hours of walking around.  Overall a super pleasant and luxurious stay for our first family trip to Singapore. I recommend this hotel if you would like to spoil yourself!"
Family of 20 loves Fullerton!,Date of stay: May 2022,50,"Fullerton hotel’s town restaurant had amazing customer service!!! As there wasn’t any self service allowed, the staff was very on the ball and quick to serve. We did not have a long waiting time and the food was good. Special thanks to Lalikumar and his team for a great night!"
A Suite Palladian Experience,Date of stay: May 2022,50,"A warm welcome, a spectacular room with magnificent view, good variety of delicious food, and most importantly, friendly staff who ensure that our needs are met. Special thanks to Rhea, Ravi, Crystal, Lucy, and Paolo."
Definitely will come back againn,Date of stay: May 2022,50,"Came here for a 3 days and 2 nights stay and was super impressed by the service here. It was very fast and efficient, staff were very friendly and quick to respond to our needs. Will definitely come back here for my yearly stayca!"
The staff was the best,Date of stay: May 2022,50,"The location and building were good, but the staff was the best.  Thank you for taking care of me for four days. I don't speak English and I think it bothered the staff. But the staff were able to respond pleasantly. Thank you very much. It was a very good hotel. I will come again."
A relaxing hotel for a holiday in Singapore.,Date of stay: May 2022,50,"The hotel rooms at The Fullerton are excellent quality and the close proximity to the city was perfect for our holiday. We also highly appreciated the service at the Straits Club and a special mention to Crystal, Lucy, Nicholas, Paolo and Zep. They looked after us during our stay and gave us ideas about where to go during our stay in Singapore. We will definitely stay at the Fullerton on our next stay. A big thank you from us."
Good vacation mode,Date of stay: May 2022,50,"Good service the front,good experience in room dinning, good location and very convenient to the Merlion park and Boat Quay. The hotel building is beautiful, the room is clean, which gave me a good vacation mode."
Luxury and history combined,Date of stay: May 2022,50,A very clean and luxurious hotel with touches of history everywhere. Excellent well appointed room for a business trip. A gentle reminder to replenish some disposable items in the room but otherwise the service was impeccable.
Historical Hotel with Excellent Service,Date of stay: May 2022,50,"This historical hotel is located at the center of Singapore, just a few minutes away from the famous Merlion. The food and services are excellent especially at the straits club. The pool over sees the central district and makes you feel extraordinary. Would highly recommend this hotel if you would like to experience the historical atmosphere."
Not what we expect from Fullerton Hotel,Date of stay: May 2022,30,"Not was we expect from fullerton hotel with a good reputation, front desk staff is not helpful, bad mood, and not friendly. Breakfast is cold n doesnt taste good although it is ‘ordered from the menu’. Car park is a long walk."
Excellent rooms and facilities,Date of stay: April 2022,40,We enjoyed our stay in the heritage rooms with spacious balconies. The housekeeping staff was very good despite the hotel being nearly full. The breakfast is very good as well except the staff serving can sometimes appear disinterested (hence the 4 star rating and not 5)
Mediocre,Date of stay: May 2022,30,"Perhaps it was because we visited during the labour day holiday, but check-in was delayed by 2.5 hrs and there was no clear communication, so we spent a lot of time waiting. Breakfast was average, pool was really small, and all in all we expected more from a 5 star hotel.  Room was nice though, and it was clean."
Service at Straits Club at the Fullerton Hotel,Date of stay: May 2022,50,"My hubby & I would like to thank Crystal & Lucy, who served us at the Straits Club at the Fullerton Hotel. We had a very pleasant & memorable time there. Thank you for the very warm and thoughtful service. We will surely like to visit again!"
Quayside Pool Room Review,Date of stay: May 2022,50,I requested the middle room to the pool view and it was well noted by the hotel. View was great. Was surprised by a bottle of bubbles non alcoholic. Room was clean and neat and luxurious. The portable stereo sound system was clear and enjoyed jazz music throughout .I think the people at the pool enjoyed it too there were a few thumbs up! Great experience. In room dining was delicious. Recommend the lobster nasi lemak!
Outstanding service and quality,Date of stay: May 2022,50,"Location and service cannot be beaten. The property has so much history and the free one our tour is very recommended. The staff (absolutely everyone) goes beyond expectation to make you feel welcome and provide their very best. The place is spotless everywhere. The amenities are fantastic. If you want a very special and memorable stay... this is it. The cake shop is wow! In room dining was very nice. Coffees on the expensive side, but overall... truly wonderful."
Comfortable stay at nice room,Date of stay: April 2022,40,Really nice stay and good services over all. They managed to deal with my early checkin and late check out requests. Every staffs are kind and helpful except a restaurant. It would be great if they would improve restaurant menus and services more.
Honeymoon upgrade,Date of stay: May 2022,50,"Lovely hotel as expected, very well designed. We were upgraded to a suite instead of the balcony with Marina Bay view we booked which was so so spacious and nice. There was a slice of welcome mud cake waiting for us in the room. Location is superb. Sadly we were only in Singapore for 3 days. Will definitely come back!"
Wonderful Fullerton hotel staycation,Date of stay: April 2022,50,"Overall, we had a great experience staying at Fullerton hotel. The room was wonderful and clean, the amenities were great. I would definitely recommend this outstanding hotel to my friends and family ;P"
2 day stay at Fullerton Hotel,Date of stay: May 2022,50,"Very nice and good location Hotel. Staff are friendly and pleasant. Approachable and helpful. Th hotel is well maintained and very comfortable and beautiful rooms. Very easy to get around and about, via bus, trains, taxi and walk abound. Right in the heart of the city."
Spacious room and cosy ambience,Date of stay: May 2022,40,"It was a good stay for our anniversary overall with the good level of hospitality standard from the staff. However, the stay was slightly tainted by an isolated incident whereby the bathing towels were not clean. The towels had pubic hairs stuck to them. Perhaps the hotel could look into the laundry segment."
Book by the rating. Big mistake. Go MBS instead,Date of stay: April 2022,10,Just don't do it. You will regret. This hotel is a joke. Def a three star hotel. Go MBS you will see the difference. Breakfast was horrifying. No wonder the restaurants inside is empty and the lounge bar is empty
Enjoyable Stay...Manage to have a good rest.,Date of stay: May 2022,50,My friend and I have a good rest and we are delighted by the 1for 1 promo over the labour Day Hari Raya Long weekend. Great deal. We take the opportunity to visit and eat the nearby restaurants and food centre.
A lackluster experience,Date of stay: May 2022,30,"service staff found wanting, quality of food disappointing, quality of accommodation good, however the layout of the hotel is confusing and many times i had to ask for directions, being accompanied by my aged mum who is wheel-chair bound, i found it tricky to navigate the open spaces and noticed that there is absolutely no markers to indicate when the flooring gives way to steps, no gradient of color to distinguish a drop which presents a serious trip hazard for anyone especially the less mobile, was not able to find the swimming pool deck as the lifts we took were not the right ones, so ended up going around in a maze, lastly my daughter was unable to use the spa facilities even though it was still early enough as she was informed they were closing."
Very comfortable stay!,Date of stay: April 2022,50,had a very nice and comfortable stay! The location is fabulous and so are the views and proximity to all key areas in the CBD. Rooms are just the right size and nicely equipped with all modern facilities. Breakfast experience was great though the place was totally deserted in evenings as guests were hardly seen at the F&B outlets. Staff is very polite and courteous too.
Great location and facilities,Date of stay: May 2022,50,Last few weeks travelling mostly for a holiday but in part business. This Hotel is very well located and services provided are exceeding good. I intend to return to Singapore and will book again to stay at this Hotel
Lousiest Check in experiece,Date of stay: April 2022,30,"Chaotic, messy and very slow check in. The staff were not attentive. All avoid eye contact. Like visiting A&E department of public hospital. By the way, it was during a long May day weekend. But a good glass hotel should still perform much better than this."
Best Birthday,Date of stay: April 2022,50,"As always the Guest Services team is impeccable - I really appreciate how they try to remember you name,.  It was my birthday so they gave me a cake and it was delicious.  The room was beautiful and i love the bathrooms"
Memorable stay,Date of stay: May 2022,50,We had spent our long weekend at the fullerton hotel and were delighted with the guest services as well as the suite that we stayed in. It offers a great view of the MBS and the city skyline. Special thanks to straits club staffs Lucy and Nicholas who were very attentive and friendly. Thanks again for leaving memorable experience for ny family.
Great Hotel,Date of stay: May 2022,50,"This hotel is centrally located for easy access to all that Singapore has to offer. Easy access to rail system, and walking/dining areas. I would definitely choose this hotel again if I return. Great friendly staff that are willing to meet your needs."
Fantastic stay at Fullerton Hotel,Date of stay: April 2022,40,"My first time experiencing a staycation at The Fullerton, the stay was near perfect, enjoyed an afternoon tea at The Courtyard and a sumptuous dinner at The Town with friends. The quality of the food was good, whilst we can understand they were short-handed with service crew, appreciate the team was working hard to keep the service level up. Breakfast at The Town in the morning sitting outside at the terrace was the best setting overlooking the Andersen bridge and Singapore River. On the other hand, the service was first class and the breakfast choice was also good, a mixture of oriental and western options."
Delightful oasis in downtown Singapore,Date of stay: April 2022,50,"A splendid and memorable experience, elevated by great details in terms of property and in room experience. Would happily return either on biz or with family. Breakfast area and quality were good, the public spaces are large and expansive, and the whisky bar was a fun end of night treat on one eve! Thanks to all the helpful and attentive staff"
Stay in The Fullerton Hotel,Date of stay: May 2022,40,"Overall quite satisfied with the stay except for the check-in. Delayed of slightly more than an hour after check-in before we were given the keys to our room. However, given the stay was during long public holiday, could expect the crowd but thought the management could have better managed it."
"Great location, well maintained",Date of stay: May 2022,40,"The rooms were clean, the location is central, check in was well organised and smooth even though it was a long weekend with many families. The pool is not big but good enough to have fun with great view of Boat Quay"
One night at The Fullerton,Date of stay: May 2022,50,"My wife and I spent only an overnight staycation at the Fullerton, without setting up any sort of expectations. The outcome only served to whet our appetite for more opportunities here and certainly what we experienced went beyond what we would have imagined - attention to details in the room and at the lounge, kind and welcoming front desk experience and check-in from the Straits club lounge and the warm hospitality of our hosts - Crystal and June - made the whole 24 hours worth its while! Good job, Fullerton!"
One night in Fullerton,Date of stay: May 2022,50,"Overall good. Not recommended for food, town Restaurent was decent but the breakfast was not as expected. One the options were very limited and the quality was not up to the mark. Like we expected fresh juice and tetra pack was served"
Wonderful Birthday week,Date of stay: April 2022,50,"Had a wonderful week in Singapore. Overall stay was wonderful-the room was clean and well-maintained, friendly and helpful staff, service was superb. Great location with great view. Will definitely stay again!"
Good environment and good customer service,Date of stay: April 2022,40,The hotel staffs are friendly and they are always there to assist the guest even though they are busy with high volume of guests checking in. The location of the hotel is very convenient to travel around and have a nice surrounding where you can take a walk after dinner to relax and take photos
Singapore Heritage,Date of stay: April 2022,50,"A building that sees Singapore grows from British colonies to independent. With the book and a corner at L1, we can learn a lot of history which we the younger generation didn’t know. Thumbs up for the effort. It an educational and reminiscing trip to rediscover Singapore. Really love the stay and the bathroom. My hubby especially enjoyed the toilet bowl which have disinfect purposes."
Beyond expectation,Date of stay: April 2022,50,"We are hesitant to stay at high end properties as we have found that the experience does not always match the hype, however, this is definitely not the case with The Fullerton. From the moment of arrival until checkout, our stay was simply fantastic. The Fullerton is well above our pay grade but it was a birthday treat and we managed to get an exceptional rate for a courtyard room which was spacious, very comfortable and quiet. We stayed for four nights of a 9 night trip to Singapore and after day one we were eagerly trying to change our stay to the entire 9 nights but sadly that was not possible. The complimentary history tours the hotel provides were terrific as were the guides, Linda and Thomas. The pool area was a lovely sanctuary and Selikan was a gracious host, All pre arrival enquiries were answered promptly by the Concierge team. We look forward to returning to The Fullerton on our next trip to Singapore."
The Fullerton! High expectations and they deliver!,Date of stay: April 2022,50,"The family and I had a great experience during our staycation with the Fullerton hotel because of the friendly service we received throughout our 3 day stay! Special mention for the pool guy who always greeted everyone with a smile and ever helpful. Also special mention for Ms. Rhea, who helped us check out and made the experience pleasant and friendly.👏🙏"
Palladian Suite - with the best view!,Date of stay: April 2022,50,"I came with my family and we loved our stay at the Fullerton. The service, the staff, the room, the view, everything.  Thank you once again to the staff that helped us checkin and Strait Club staff members who assisted us whenever we went for breakfast, tea or canpes."
Amazing experience,Date of stay: April 2022,50,All the staff were incredibly helpful and went above and beyond. The location is good with a beautiful pool overlooking Singapore river. The room was clean and well kept with fantastic amenities. I would recommend staying here.
Not perfect,Date of stay: April 2022,30,"Good architecture, the check-in process is a nightmare. I requested for early check-in, but I understand that this request is based on room availability. However, I got the room way beyond the stated timing.."
"Bad Reservation Team, Marina Room View = Wall Facing",Date of stay: April 2022,10,"Bad reservation team who does not read email. Informed them that i did not received my booking confirmation and I had checked my junk mail and there is nothing there. Their reply : Did you check your junk mail? :(  I requested for a pool facing room and was told fully taken. The check-in staff is so nice to offer me an upgrade of $X with a marina view, In the end Marina View = Wall facing view. Deposit for room was also charge twice to my credit card with one is doubled of what should be collected."
Town Restaurant Fullerton Hotel,Date of stay: April 2022,50,"The whole experience was superb and the service was all excellent. A big thanks to Ms Princess and Sir Rey for granting requests. Aside from the great service, we especially liked the Miso-marinated Salmon. The sweets are a special recommendation to all who has a sweet tooth like me. Thanks Town Restaurant! Will surely come back and recommend to all friends 😉"
Town Restaurant Fullerton Hotel,Date of stay: April 2022,50,"A buffet for the first time after lifting the restrictions. Very nice service esp from the staff Princess & Rey. Though we were still need to ask the staff for the food, we'll be back again next time."
"Very good, but not excellent …..",Date of stay: April 2022,40,"Have always wanted to stay at this iconic hotel and thought what better place than this historic heritage to bring my almost-80-year-old parents and in-laws on their very first staycation. Booking was seamless and Mira was extremely patient and helpful with her excellent suggestion of esplanade rooms facing the Marina Bay. Check-in was really smooth with Tomoko. We were indeed impressed with the spacious and well appointed esplanade rooms which were very clean and well maintained; and our housekeeper did a great job everyday. But daily breakfast, which was included in our room rate, was sorely disappointing as it seemed like the hotel/restaurant was just intent on getting the job done with minimum effort; both in terms of menu variety and service. The concierge team was not proactive, in fact almost disinterested. All in, a good stay but suggest the hotel management look into the daily operations of the Town Restaurant."
"Great wedding dinner, super nice rooms and service",Date of stay: April 2022,50,"very clean and atas hotel, we came here to host our wedding dinner in the straits room and it was great, Violette, our wedding manager handled our wedding very well. We stayed in the Fullerton Suite and it was SUPER MAGNIFICENT I LOVE IT super recommend, the landing point high tea was great too the food is nice thank you fullerton"
Puzzling Service,Date of stay: April 2022,40,"This is a top-notch hotel, beautiful building, great rooms. But the service is far from top-notch. The bin in my room was not emptied, twice. The amenities in the bathroom were not replaced. Orders at breakfast were only partially fulfilled. This is puzzling for a hotel as well-regarded (and expensive) as the Fullerton."
Birthday Staycation,Date of stay: April 2022,40,============================ Pleasant stay experience. Service was good and food were great as well. Kiddos enjoyed the hotel facilities. Would visit again if there is a promotion for family package. =============================
55th Birthday Celebration,Date of stay: April 2022,50,"We went to the Fullerton Hotel for a staycation to celebrate my 55th Birthday. The staff were very kind and offered us very good service, from the time we checked in, had our meals and checked out the next day, every staff we met were friendly and helpful. They really made us feel so welcomed."
Facilities in room not fuction well,Date of stay: April 2022,30,"A bit disappointed due to fridge not working in my room. Called technician to check but he say need to wait one hour to monitor, the fridge will only turn on while we check in. We waiting whole night the conditions still same. I brought a cheese cake to celebrate my wife birthday, surprise unable to use the fridge to keep the birthday day cake. It make my day gone..we only can keep the cake at reception area.  Rain shower mixer also a bit leakage while using. Bad experience to bring my wife here to celebrate our anniversary."
Amazing location and even better facilities,Date of stay: April 2022,50,"The hotel has a great location. All the important places are at a walking distance from the hotel - Merlion Park, MBS, Museum, Cavenagh Bridge is right outside the lobby. Our stay was comfortable. Thanks Fullerton."
"Superb service, great experience",Date of stay: April 2022,50,"It was a wonderful 3D2N stay for us. Staff was friendly and attentive, hotel breakfast was amazing and the hotel location is in close proximity to many local attractions. It is right opposite the Asian Civilization Museum!"
Palladian suite birthday celebration,Date of stay: April 2022,50,"Incredible Palladian suite at The Fullerton Singapore. It was a easy check in and I had the suite facing Singapore River. It was breath-taking with amazng blacony views. Many thanks to Rhea and reservations/frontdesk team for arranging my birthday amentities too.  I also enjoyed myself at The Straits Club for afternoon tea and evening canape. The lounge also serves made-to-order breakfast and they have delicious eggs dishes. I am right to choose The Fullerton Singapore as my birthday celebration.  In a month’s time, I am heading back to Fullerton for another birthday celebration and also try out the other Palladian suite. It is always a joy to see Robby and Lizzy soon."
Truly relaxing and pampering stay,Date of stay: April 2022,50,"Top notch right from the aesthetics, reception, room, facilities and staff friendliness/attentiveness. Truly enjoyed our stay there with the enjoyable facilities and rich history of the hotel. Venturing out of the hotel is also a breeze with many local attractions nearby."
Reception staff was unfriendly and unhelpful,Date of stay: April 2022,30,"Counter staff wasn’t helpful at all. We asked about the upgrade to heritage room (stated in the voucher) and she said it’s subject to availability. Next moment she didn’t even check for us and just checked us in to the courtyard room. We asked again and she simply said not available. But when I checked online there were still many heritage rooms available. We asked for parking coupon and she said “you can only exit once, subsequently it’s payable”. She seems so unfriendly and unhelpful, totally ruined our experience from the start. Buffet area was also severely understaffed though they’re friendly and nice"
Short Family Trip,Date of stay: April 2022,50,The Fullerton Hotel is excellent as ever. Beautiful architecture and luxurious feel and stay. Comfortable and in room amenities such as the bluetooth speaker and the chromecast feature of the TV is very much appreciated since we had kids with us. Would definitely stay again in the future.
My stay at Fullerton Hotel,Date of stay: April 2022,50,Did a staycation at Fullerton Hotel for my anniversary. Amazingly friendly service by all members of the hotel staff. Check in process was simple and quick. Breakfast was amazing and swimming was fun.
My Birthday staycation,Date of stay: April 2022,50,"I have a wonderful staycation, and unforgetable moments with my family.This is our 1st time to stay in this Hotel and I did not regret to choose this. I would like to commend Anne Hakqim . Senior Guest officer for her outstanding service . She is an asset. Also the chinese young lady who is assigned to clean our room , she did very good job . Indeed my family had a pleasant and great stay from day 1 till our last day of stay . Will definately come back again"
Luxury hotel which spares no expenses…perfect stay,Date of stay: April 2022,50,We stayed at the Fullerton’s hotel for 2 nights. They had a staycation deal at the time - 2 nights for the price of 2 so ended up being really good value by Singapore standards.  Location- Great location as it’s right next to the Marina Bay.  Room- I love the room decor. It had the biggest tv ever. The bathroom had one of those smart toilets that does everything for you - all you need to do is sit. Haha.  Service - customer service was great and very responsive.  We didn’t have breakfast here so can’t comment on food.  Would recommend and stay again if I’m Singapore.
Fantastic hotel. Highly recommend.,Date of stay: April 2022,50,"Fantastic hotel. We will definitely be staying there next time we visit Singapore. The staff were so helpful and a friendly and accommodating. Beautiful hotel, very clean, classy and an excellent location."
Overpriced and Terrible Service,Date of stay: April 2022,10,"Very disappointed at this hotel. I want a family package for a connected Heritage room $450 per night to stay 2 nights, but at check out, hotel charged me 2 rooms 2 nights for $1800! During the booking and my stay, hotel didn't explained to me the connected room is a 2 room 2 fees, insisted I stayed 2 rooms and must pay 2 room prices. The staff Ms. Rhea was very unprofessional and not friendly at all, keep on saying it's their policy and I have signed the papers... Even I complained to the director of rooms, Mr Terry Wu still said the they had sent me confirmations and they are nothing wrong with it. The problem is this hotel just want to rip off you and doesn't care the customers. They don't care customer feeling at all. This hotel didn't explain to customers their services well and charges customers every penny of it. Look at what this hotel offers: hotel room line always no answer; no one take orders and clean the tables in the restaurants, doesn't clean rubbish bin for room cleaning. staffs are unhelpful. Doesn't worth it at all."
Great stopover,Date of stay: April 2022,50,Have always loved the Fullerton and it didnt disappoint when our family stopped over for 2 nights on route from Sydney to London. We look forward to returning soon .... might even try the Fullerton Bay!
Amazing stay!,Date of stay: April 2022,50,"Kudos to front desk staff, Anne for a smooth & quick check-in process. Requested for early check in and room was already ready! A birthday cake is also sent to my room after awhile. Pleasant stay & all staffs are welcoming as well. Can’t wait to be back!"
A Singapore Grand Dame,Date of stay: April 2022,50,"We have stayed here more than 10 times and would never visit Singapore and not stay here. As soon as we step in and smell the grand lobby area, it feels like home. The staff are always attentive, friendly but unintrusive. Rooms classy, clean with the most comfortable beds. We love the Fullerton and Fullerton Bay."
"Very grand hotel, great staff",Date of stay: April 2022,40,"Really enjoyed my stay at The Fullterton - the bed was very comfortable, room service and housekeeping was very good, the gym, pool and sauna were all excellent, and the bathtub was a treat! The only reason for giving 4 stars rather than 5 is that I found the breakfast options a bit limited and I couldn't really get the sort of breakfast I'd like to have."
Truly a wonderful experience,Date of stay: April 2022,50,"This is the best hotel we have stayed in Singapore for the past two years. Checking in/out is fuss free, the decorations are pleasing to look at and the room we stayed in is clean and comfortable. It is also located in a good location, with Raffles MRT station a stone's throw away. Even though there's no halal food provided by the hotel, we can easily get them from nearby places like Lau Pa Sat, Esplanade and Marina Square, just to name a few. If you are someone who wants to experience a staycation here at least once, I highly recommend you to do so. No regrets from my wife and I. Thank you Fullerton for our pleasant stay :)"
Wonderful experience!,Date of stay: April 2022,50,"Our first time staying here and we had a wonderful stay. I will say the service we experienced was incredible good, thank you for the hotel team. The location is absolutely stunning and the view from the lobby is certainly an amazing welcome. The room was impeccable cleaned. Amazing welcoming at the club. The breakfast was simply fantastic. Thank you Nicholas and the team went out of their way to make sure that my family had a great stay. We had a peaceful and relaxing stay. Will definitely come back for our next staycation."
Excellent Service,Date of stay: April 2022,50,"We went for a short staycation at the Fullerton hotel and was truly satisfied with the service of the hotel, from pre-arrival check-in, registration, room service and the restaurant service! Everyone of the staff were attentive, courteous, friendly and efficient in the service they rendered! Rey, who was in the Town restaurant was also extraordinary and provided excellent service! We will surely be back to experience more the Fullerton hotel next time."
Classic beauty,Date of stay: April 2022,50,"Full of historical beauty and in a location with enthralling skyline. With so many other luxury hotels competing in the same space, Fullerton continues to stand tall with her own uniqueness and is a classic that withstands the test of time,"
Staycation at Fullerton Hotel,Date of stay: April 2022,50,Definitely worth the money. Luxurious amenities in the room and facilities. All the staff were friendy and helpful. Stayed at Quay room facing the Singapore River and boat Quay. My only wish is for a bigger pool area. Overall we has a very relaxing staycation. Will definitely come back.
Central to Everything,Date of stay: April 2022,40,Great Hotel. Family trip made easy with close access to great food and attractions. Service is very good but the food quality could be better and customer service needs more effort especially when seeking a snack or a coffee. But the room and guest services are excellent. You are close to many great eateries within 5 minute walks.
Pleasant stay in historic quarter,Date of stay: March 2022,50,"Liked the friendly staff, outdoor breakfast/dining option and central location. Rooms were very big, but a bit barren. Pool became quite full quickly. Was very convenient for home learning and working."
quick renovation staycation,Date of stay: April 2022,50,"excellent service, room and warm attentive staff. I would highly recommend this hotel in Singapore among the myriad of choices around. Location is also fantastic with attractions nearby and very well connected to the subway (MRT) lines. One of the best price/value offerings at the high level"
My First Fullerton Experience,Date of stay: April 2022,50,"I got the opportunity to stay at the Fullerton Singapore thanks to an AMEX promotion. Despite that, I felt that the staff still gave their 100% in providing me the best possible service. The front office staff was so friendly and even gave us directions on which way will be the best to go up to our room and reassured us about the quality of the room without us even asking. In room dining staff was also very friendly and sent our request up promptly.  The room was also extremely big and I enjoyed the bathtub inside the room. The best thing about the room would have to be the toilet bowl as it has a seat warmer and it makes the experience enjoyable.  Thank you Fullerton Hotel"
Great quality hotel,Date of stay: April 2022,50,One of the great quality hotel in Singapore. The amenity in the room and bed was the best in me. I would like to stay this hotel again and extend my experience in Singapore again! Thank you for your kind service and great care.
