TITLE,DATE,RATING,REVIEW 
"Good Location, average facilities",Date of stay: March 2017,30,"We spent 3 days in this hotel which is situated in the heart of the shopping district of Singapore, many nice eating places within easy walking distance.  The hotel room was clean but basic. Entry foyer somewhat ""off putting"". Eating facilities clean but basic."
A nice weekend,Date of stay: April 2017,40,Good and prime location. Good front end service. Good drinking water (have a drinking equipment in every room). The breakfast quality soso. But we will come back for the next vacation on singapore. Bravo
Great location,Date of stay: March 2017,50,"Thoroughly enjoyed my stay here with our family, the location is very close to everything we needed. Susan hoo at the tours desk was very helpful to us, she booked all our tours with a mini bus to and from. Susan also gave us lots of helpful tips and tricks make the most of our stay."
Fantastic,Date of stay: April 2017,50,"The Chancellor Hotel was a fantastic place to stay whilst visiting Singapore in late March, great facilities and also highly recommend Susan Hoo the tour organiser at the Hotel she did a fantastic job with all our tours and pick ups were always on time. Would highly recommend this hotel and Susan for all your activities in Singapore"
Susan was awesome,Date of stay: April 2017,50,"Hotel was nice, comfortable and very clean. Susan hoo booked our tours and attractions for us and she was an excellent help with tips and tricks to help us enjoy our holiday to the fullest! Highly recommend booking through her!"
Better than other budget hotels...,Date of stay: April 2017,40,"At the very least, the hotel is better than other budget hotels.  We stayed twice here and stayed in their Premier Room. Rooms are clean and decent, with a good hot and cold water dispenser so we do not need to boil our own water.  Premier rooms come with a small bathtub, free WiFi and a smart TV that you can watch YouTube.  Amenities in the room are pretty decent and room is rather spacious. The hotel staff are very friendly, especially Ms Jenny who is the Duty Manager there.  The only downside is that their breakfast is not very good.  Do not take the rooms that are at the far end from the lift because at night the music from the pub below is very loud and can disturb sleep."
Great location,Date of stay: February 2017,40,"A friend and I stayed two nights here. We chose the hotel because of the location and this turned out to be just as we expected, perfectly situated for what we wanted with limited time. The room was comfortable, the reception staff were helpful. Only downside was the complexity of understanding how to use the hot and cold water dispenser. We finally managed to get boiling water out of it for a cup of tea the morning we left. Give me a good old fashioned kettle any day."
Best budget hotel,Date of stay: May 2016,40,"Visited about a years back with my wife on our honeymoon trip. Stayed for 4 nights, very comfortable rooms for couple, interiors are fine. Take their breakfast buffet, its a must have before you go out for sight seeing. A sumptuous buffet, but you have to come on time. Overall rating is 3.5-4 star. Situation nearby with a walking distance of not more than 10 minutes is the mustafa mall and the Ananda Bhawan a paradise for vegans. Backyard of the hotel has some indian restaurants where you can have food that suits the pocket."
A hotel with a great location,Date of stay: March 2017,30,"We stayed in this hotel for 4 nights. The rooms are very small but neat and clean. The hotel is in a very strategic location with access to metro and Orchard road and many shopping malls. The Internet in the rooms is a 20Mps access. In the room, you can find a smart TV that by using that you can experience online TV and gaming, etc. Also, there is a machine for giving you hot water and cold water. I love these innovations in the hotels that give the customer a good experience. There is a small shop in the lobby with a friendly and nice seller in that you can buy drinks and souvenirs at a good price. The breakfast in disappointing and it dose not offer you too much. Air conditioning system works well without any noise that offer you a good experience."
Worst hotel I've ever stayed,Date of stay: March 2017,10,In March my husband and my self had booked to stay at this hotel for a couple of nites before going on a cruise and a nitre went coming off the cruise (payed up front ) Flour 8 on both stays  1st stay room 813 Room very smal with two single bed pushed together to make a double Pillow smelt of vomit which was changed Very smal room and bathroom (no bath walk in shower) Thin dirty carpet very very basic Large flour to wall windows (not suitable for anyone afraid of heights) Veiws of the smal garden and the rest of the rooms Tv worked occasionally no English channels Internet you are given a small amount then you are charged which is not explained to you until you check out and are given the bill Check in staff not helpful at all trip booking staff helpfull and friendly Brakefast or should I say snacks Apple was only fruit one flavour of yougar cold scrambled egg no bacon no sausage or boiled eggs Nor was there any rolls or cheese no cold meats bottom line not a lot to go on If you were oozed in as part of a group you went to another dinning room were all was available There are a large number of groups/ children stay here Never saw the bar open which is also were brakefast is served Not a hotel for me It is around 15 Singapore dollars to go to the marina 15 to sentiosa island 10 to go to the flyer/ port taxi outside hote but no taxi driver new the hotel on return 2nt nite we were kept wake till 5am due to the nite club music and the taxis/people coming and going No hot water for coffee Room smelt of urine although bed was clean I think it was the carpets Would not recommend this hote
holiday,Date of stay: February 2017,50,"the room was a bit small but we were high up on the 9th floor the view was great we where at the back of the hotel so looked out at the big wheel and the hotel with the ship built on top , the breakfast was poor and busy at the week ends . we did alot of walking and tried the open top bus which is great by the way you see loads by doing this. you need to get to the docks to see most of the stuff this place has to offer and go to raffles for your singapore sling."
Good Location,Date of stay: March 2017,30,The Location is good for Shopping..it is Close to the orchard road.Rooms are small but clean.Breakfast was dissapointed.Walking Distance to MRT Station & Any Kind of Cusine Resturant.Average 3star hotel
Holiday,Date of stay: March 2017,30,"Strategic location for Orchad circuler trip, nice location for shopping, easy to get any kind of meal. The room was clean and tidy with quite compact composition setting, also intersting dispenser for water (cold n hot)."
"Good price, great location",Date of stay: March 2017,30,"Stayed here for 4 days. Friendly front desk, small room, and even smaller bathroom. Shower is inside elevated tub which has a glass partition, aside grom the curtain,making it difficult to get in and out, with the danger of you slipping. No rubber mat inside tub. Their hot and cold shower is never consistent because it suddenly turns very hot or very cold. No bidet which is sad news for my family. The plus is their location, being in Orchard Road where all the good shopping malls are with in walking distance.. but be sure to check out IMM first before you buy in Orchard."
3 night stopover,Date of stay: February 2017,50,"Lovely hotel in ideal location. Rooms immaculate but not very big ,however everything you need at hand,a big window from floor to ceiling giving you a great view of some of the city (we had room 109).breakfast was not the worst or best we've had but plenty if choice.the roof top pool was lovely to relax in after a days sightseeing..plenty of taxis outside on corner aswell as a ""hawkers"" who did great local food n beer....we ate there all the time before exploring."
Stop over in Singapore,Date of stay: March 2017,30,"We stayed here for 3 nights on our return home from Australia. We arrived late evening and check in wax quick and easy. We had a room on the 9 floor which was quite high - not good if you do not like heights! It was fine even if a little on the small side. Bathroom was also small but clean and more than adequate for our needs. Wi fi was totally reliable. Breakfast catered for a range of tastes and cultures although eggs looked a little watery and not very inviting. Plenty of juices and tea and coffee. the location of the hotel is good being close to the main shopping malls, underground and places to eat. Taxis are easy come by right outside and are very cheap. The swimming on the roof is great with toilets and showers and views over the city. Staff helpful although maid will remove key card from electricity connection if you leave it in. Ideal for a short stay."
Not the best but great location,Date of stay: March 2017,30,Great location. Friendly staff. Room small. Housekeeping......was there any ???? Shower over a deep bath extremely dangerous for the less agile. Close to Somerset MRT and Orchard Rd. Breakfast.....absolutely disgusting. Better value elsewhere
"Not a bad hotel, good location..",Date of stay: February 2017,40,"The hotel is a bit hidden away, a few taxi drivers had rouble finding it, but it's a decent hotel.  The rooms are clean but small, small bathrooms that have an odd shaded glass wall between the shower and the bedroom..  The rooftop pool is good, it's open 7am-8pm and is very long, it's a good addition..  The hotel is next to a small food market and shops and massage clinics, although there were a fair few professional ladies that hung about the foyer after about 8pm which was a bit off putting..  I would stay there again.."
Not that good,Date of stay: March 2017,30,"The entrance is a car/coach park. The bed was comfortable and sheets clean. Bathroom needed detail cleanings. Rooms small. For the price I would not stay here again. The reception services need new training, it seams they have to pick up the phone on the second ring, as well as servicing you. The hotel is right by a main road and you can hear the road all night."
"Overpriced hotel room, no good service",Date of stay: February 2017,30,"Location is in CBD, just walk. Check in time was so slow even not many people. Some of receptionists' accent were so difficult to understand. Have been booked 3 rooms, we wanted rooms close together. They said 2 rooms were ready and 1 not. That was good coz we checked in 1 hour early, they said we could come back to get it if we go out and all rooms would be nearby. After 2:00pm came to get room, they gave us a room on another floor. It's Inconvenient. Overall everything was ok. Staffs were not friendly and helpful."
Strategically located,Date of stay: February 2017,40,"This hotel located in just a walking distance to anywhere. MRT, Malls, bus stop and at the biggest shopping district in Singapore.  Room is clean and spacious. Breakfast standards.  Didn't have any issues when check in."
Great Location on Orchard Road,Date of stay: March 2017,30,"Room very small, especially when sharing with a 9 and 4 year old. Bathroom was a tad dangerous for anyone getting on in years step into bath had grab rails but no anti slip mat in the bath.Adequate for a short stay , rooftop pool was great for a dip after sightseeing, usually had it to ourselves.Lots of noisy tour groups , didn't try the restaurant as heaps of places to eat close by, MRT station is a short walk away."
Pathetic,Date of stay: February 2017,20,Stayed at this hotel as a part of large group in February.Rooms are cleaned daily but tea/coffee are not replenished properly and the quantity is very small.Rooms are little bit smaller and cramped . Bed are not suitable for tall people.Breakfast is separate for tour groups and service there was a nightmare.Even for hot milk they are charging extra Singapore dollar during breakfast.If you are a vegetarian then avoid breakfast at hotel. Even cups were missing at tea coffee station during breakfast.The staff have to be reminded for such matters .will not come back again.
Spacious room in the corner of orchard road,Date of stay: February 2017,40,"We can found this hotel in the corner of orchard road behind malls building. Chancellor @Orchard has great location, taxi stop is straight in front of hotel door, bus stop and MRT (Somerset station) station can reach by under 5 min walking. There are many food stalls and convince store around hotel. When stayed here i got spacious and modern room. Everything almost OK except i can hear loud music from somewhere that make me can not sleep well, may be they should improve their room with noise reduction. Their have rooftop pool which have great view. This pool is narrow but still comfort enough for swim there."
hotel at orchard road,Date of stay: February 2017,20,"this hotel is at orchard road. no pick up from airport. check in very slow. they have dispenser on room. nice location closed to orchard. but orchard road is very expensive, if you want cheap go to bugis junction... no wifi"
Short Visit,Date of stay: February 2017,30,We visited the hotel Chancellor Orchard for very less time i.e. 3 hours. The visit was very comfortable and the staff was co-operative. The ambience of the hotel was also good. The indian food offered was average in taste.
Good location but not good service,Date of stay: February 2017,20,"We stayed there for 5 night with my friends for business trip we spend not much in room only sleep,hotel location good nearly MRT,shopping town, and Food center in hotel breakfast we been only 1 time and finish many people there food all finished that time at 9 am glass finish staff not enough food no one fill we walk around Children make dirty we can't sit and eat we leave , points is staff who take care breakfast not enough, I check out early but my friend still in room ,point of service at reception 1 guest check in with many problems because he not sure pay or not and need extra night he came before me but I asking lady at reception listen me just 1minute ,i just wanted to return key and leave,l will lost my flight soon I wait almost 20 minutes / i say sorry and tell her seem both of them don't understand what i try to do, they fill I disturb their conversation , I really understand for first come first serve but what priority and urgent ,hotel very big need separate cashiers for check out and reception for check in , this hotel for group very good but all process should be support and make all smooth  Room prices not cheap  Staff unfriendly , lady short hair never smiles If she try to listen guest every easy and smooth  I worked for 8 years in hospitality management  Service mind very important  Thank you"
Rudest staff ever,Date of stay: February 2017,10,"Maybe I am used to the polite and best hospitality services of hotels in Bali. My experience staying in this hotel was very unpleasant. I called the front desk if they have an adaptor for my phone, and suggested to use the adaptor behind the TV. So, I unplugged the one behind the TV and the TV was off. I contacted the front desk if she could send someone to help me. Politely she answered and sent a technician. Came this small technician guy with a grumpy face and scolded me for unplugged the adaptor behind the TV. I just couldn't believe if someone who work in hospitality would being rude to their guest. Questioning myself if this kind of attitude is normal in this country?"
Had a 6 day stay and were pleasantly surprised,Date of stay: February 2017,40,We arrived early in the morning and were given a early check in room. We wondered why the room was available and that night found out - we were directly above a (terrible) karaoke bar. After the second night we asked to be moved and were moved immediately to the other wing of the hotel overlooking the gardens. Really quiet and stunning. The staff were friendly and we had a great stay. The room was clean and immaculate. Had a little run in on our last day - we had a 6pm late check out and so our room was not cleaned that morning - thought it a little cheeky!  The pool on the rooftop is amazing and helped cool off after loads of sightseeing.
Stay Away At All Costs,Date of stay: February 2017,10,"The hotel is a very busy bus-loaded tourist group hotel with people coming and going all the time. The hotel purports to be in its “soft opening stage” after being renovated but I think this message may have been up for a long time now. Positives; fast efficient check in and check out, beautiful rooftop pool, great centralised location to Orchard Rd, the MRT and buses. NEGATIVES: Very old hotel that has been “renovated” in the cheapest possible way. Rooms are extremely small with very cheap worn carpet, a small bed that was supposed to be a queen size where my feet hung out over the end and I’m only 175cm tall, if you rolled over you rolled out of the bed, broken fixtures, rising damp, crumbling ceilings and the smallest most disgusting mould ridden bathroom I have ever used in a hotel that I had to buy bleach to clean it before using. I only stayed one night and asked to be moved to another room but was told they were fully booked. Its definitely not a place I would recommend or stay again. My pictures speak a thousand words."
TERRIBLE TERRIBLE TERRIBLE HOTEL!!!,Date of stay: January 2017,10,"THE WORST HOTEL!!!! AVOID AT ALL COSTS!!! BLOOD STAINS IN HOTEL!!! We were given a hotel room the size of a shoe box. The bathroom ceiling was mouldy, there were stains on the bed sheets that did not get replaced AND we found blood stains on the toilet bowl...URGGG!!! The outside of the hotel smells of sewage, and across the road is Sex shop, dodgy massage store, and a condom shop. AND on top of that the staff were disrespectful, and rude!!!!!! (and they can afford to be as they get a lot of group bookings so they don't care).Plus, the breakfast didn't seem fresh to us... GUYS DO YOURSELVES A FAVOR AND DON'T GO THERE!!!!"
Touristic category but Singapore hotel prices are always too expensive,Date of stay: February 2017,30,Hotel for big group of tourist. It has a good relation between price and quality but anyhow it costed 120 euro per night. Singapore has an unjustified high level of prices for hotels... whoever passes in Singapore is a lemon to be squeezed. Unfortunately is quite impossible to find a price lower than this ...
Pretty good,Date of stay: January 2017,40,"Stayed at this property for a day while on a business trip. Location is excellent, short walk to the orchard road and in close proximity to decent shopping malls. Rooms are decent sized and well appointed. Room service is quick and food is nice. Did not try their buffet but liked the room service menu options. The entire hotel is non-smoking so you have to go all the way out to have a smoke. Pricing for the amenities is good and i would like to come back here for a stay next time. Definitely worth a stay."
Good location,Date of stay: January 2017,30,"Located on nice & clean city. It is easy to go to the shopping center and visit some famous places. I went there with group from agent, breakfast they prepared for group was so boring and simple. It was the same food for all 4 days in there. The rest were ok."
Holiday with my nephew and brother,Date of stay: January 2017,40,"Just recently had a holiday in Singapore and got to stay at Hotel Chancellor @ Orchard Rd. Excellent place, excellent people, cozy room, nice food. Hotel has a swimming pool on the 10th floor what better than end the hard day swimming on the rooftop and enjoying the beautiful night scenery. Close to all the amenities as the night life is very vibrant...for those who just want to take a stroll down the busy market place or enjoy the food outdoor...best location...Had a great time alltogether. Highly recommend to anyone wanting to go there :)"
Nice location,Date of stay: January 2017,30,"Room & location are good. Easy to access. Near to 7-11, food stall n orchard shopping mall. Internet wifi is limited only 100mb for ur stay, too bad:(( but i like to recommend this hotel for ur stay @orchard singapore."
Great position and value,Date of stay: January 2017,40,Comfortable and affordable. Although small in size I found it clean and well worth the money for Singapore. Very close to Orchard road and easy to get around shopping and restaurant. Staff were friendly and front desk was fast and efficient. Would definitely stay again.
Excellent location,Date of stay: November 2016,40,"Excellent location, the hotel was located 2 minutes walk from orchard rd(excellent shopping location)and near the MRT. The room was clean and tidy, the beds comfortable. Staff were helpful and friendly. If we go back to Singapore we will definitely be staying here."
Don’t expect too much,Date of stay: December 2016,30,I stayed in this hotel for 2 nights for business purpose.  Hotel location is excellent. It is located next to Orchard Road. 3 minute walking distance to Orchard Central and 5 minutes walking distance to Somerset MRT station.  Hotel room is small but fine for 1 person. Bathroom is small.  My room is next to a highway. The view is good but it is quite noisy in the day time.  The cleaning is not good. I found a card left by previous customer in the curtain.  Hotel is a little bit new but the maintenance is bad. I found the shower is damaged.  NO FREE WIFI. It is quite incredible.
Very Surprised.,Date of stay: January 2017,40,After reading previous reviews about this Hotel we were extremely apprehensive to check in. We were pleasantly surprised although we got to the Hotel 2.5hrs early there was no fuss to give us a room and the girl at reception was friendly and helpful. Room was clean and was serviced everyday without a fuss although we slept in till late on a few occasions. All we can say is that we had a great stay there and will return.
Good for price and excellent service!!,Date of stay: January 2017,50,"To be honest, I was trying to find an ""okay"" hotel with good value because i'm traveling with limited budget. I chose Chancellor because the location is perfect at orchard road and the price is the lowest on its quality level. When I arrived, the room space is not so small as I've expected and it is exactly the same like what you see in their profile. Its clean and tidy. The interior is kind of new. On top of everything, i lost a valuable thing in the room and the service by the hotel manager was excellent! His name is Jack and I will never forget. He helped me a lot and called me to pick up the item the day after. I would recommend u guys to try and stay here of you are traveling with budget. The value for its quality is superrr! Totally worth every penny.."
a comfortable stay,Date of stay: December 2016,30,"We had gone to attend a wedding in Singapore and booked to stay in this hotel. When we landed at the hotel, no bell boy was available to take care of our luggage. We managed. We were booked into a room on the 3rd floor, that is not accessible by just any one. Now that is good but the people that checked us in did not tell us that we have to swipe our key in the lift to be able to access the third floor. Well we pressed the button for the 3rd floor. It did not light up but almost immediately the lift started going up but did not stop at the 3rd floor. Went up to 5th and some people entered and pressed for ground. We again pressed for 3rd but the lift did not stop there. This went on till another person swiped his card and the 3 rd floor button lit up. That person told us what needs to be done. The room was definitely comfortable though rather small but then you get what you pay for. In the morning we usually have more than one cup of tea each, but the house-keeping told us that only one each tea bag is provided in the room and that we need to go down and buy additional. The TV channels were very limited, perhaps 9 or 10; and none suiting an Indian background or british for that matter. The wifi internet speed was good but limited by time per day. Well! OK. They did provide fresh towels every day. We stayed only three nights and did not ask for a change of sheets, which is OK. The room is of course air conditioned but the temperature is fixed and it can not be varied to suit your preference. Yes, they do have a shop near the reception where one can buy tea bags, etc. The receptionist did advice that getting a taxi arranged by the hotel would be expensive and instead we just call for one and we will get one at no additional charge."
Worst stay,Date of stay: January 2017,10,"Front desk receptionist and on duty manager lack of communication. They treat guest very poorly, no manner and arrogant. Hotel should be training their staff accordingly. Never change the bedsheets. Stayed for 11 days and I have to leave a note to ask for change bedsheets. Worst restaurant, not a good food at all. Choose this hotel for a good location. Only location makes this hotel attractive. No 24 hrs room service. Next time won't be staying here as for bad hotel staffs."
Worst experience ever,Date of stay: January 2017,10,"I have never been so disappointed and frustrated by a hotel like this one! This is a pretty new hotel and located in the area of Orchard Road. Therefore I expected a hotel that is well organized, clean, and well-equipped. But it's totally a disaster! In the evening we arrived, we waited more than 15 minutes for check-in when there was 1 other guest checking in. The so called manager had no awareness of serving guests prior to her busy computer stuff until her supervisor told her to do so! But in the middle of the check-in, she passed us to another receptionist and the guy refused us when we reached out to him! This was so ridiculous. Finally when we got to our rooms, we check the rooms and find out stains, spots, and smell in the bathrooms. There's no directory, no description of phone calls. The safety lock are half finished. The carpets are dirty and all toilettes were in cheaper quality than those motels in China.  I wrote to the hotel reservation to reserve for a baby cot in July and they didn't answer until I emailed again in December! Then on the day of arrival, they didn't gave us the baby cot until I reminded them. But...their answer was they weren't able to provide it until 6 pm because there was another guest using it. You can imagine that they didn't get the baby cot ready at 6 pm until we asked again!  The worst thing of all is there were cockroaches in the room where the baby and her parents stay!!!! Can you believe it?!!!  When we check-out after staying for 4 nights, they charged us for local phone calls. And the phone calls were made to the restaurant of the hotel which was unanswered!!!  I can say this is the worst hotel experience I've ever had in my 30 years of traveling! The only good comment for it is the location, which is close to Orchard Road."
One day stay for business,Date of stay: January 2017,40,"Big modern rooms, very clean and up to date, hotel only 12 months old. Breakfast was great, hotel staff are very approachable and knowledgeable of the things to do in and around the city. With tours leaving the hotel regularly."
worst rustic hotel service!!!!!!,Date of stay: December 2016,20,we stayed in the hotel from 23rd december 2016 to 27th december 2016.  It was a terrible experience for me and my family we stayed for about 5 days in that hotel and it was my worst experience of the hotel .  room service was terrible. no international television which is no international television channels. the free internet is only for the sake of saying even if u take the first class room u get only 100 mega byte of data till your checkout date. only 2 sugar and 2 tea bag for a day for 3 persons. no daily newspaper. no proper wash room kits. no dental kit. no light in swimming pool shower and wash room. late room check in service. no lobby sitting arrangement.  being a reviewer do not take this hotel
Underrated service,Date of stay: January 2017,10,"Maybe they didn't manage the staff well or they haven't train the employee how to handle guests in a good way. The receptionist seems like not willingly to service the guests, or even ask what the guests need more. Breakfast horrible... the waiter, the Chef they do not know how to speak to the guests with manner. yes, the hotel maybe one of the cheapest at the area and of course they will serve you with ""the cheap"" way. Never return to this hotel again."
Very Disappointed!!,Date of stay: December 2016,10,"We stayed at this hotel in December 2015 and were very happy with everything. This year December 2016 we had booked into the same hotel with another 2 couples friends. When we arrived to do a check in, the receptionist totally had no customer service at all. She was rude and wasn't sure of her job. The manager on duty probably knew what was going on but choose to ignored it. The only friendly people in this hotel are the 2 bell boys we had met. They were friendly and greeted every guests whenever we see them. Got into the rooms, it was dirty and toilet was smelly. Check with the other 2 couples, they said the same thing. We were so embarrassed as we had highly recommended this hotel to them. Location is good but I won't stay in this hotel at all. This hotel is only one and half year old but the place looks 10 years old. We were very disappointed. Sad that they don't maintain the hotel well."
Location,Date of stay: December 2016,50,"This hotel is near orchard road,which is one of the posh locality with world class shopping malls and showrooms.little india is not too far from here easily accessible by mrt and cabs.hotel is decent in amenities with rooftop swimming pool though rooms are not spacious ,but has all the amenities. One thing i liked most was the water dispenser serving hot and cold water and the hotel's effort to stay green"
Excellent Hotel. Handy location,Date of stay: December 2016,50,"We stayed at this hotel for a week, right on orchard road. We visited during Christmas and the street was well decorated. The hotel is close to shopping malls and food joints. Opposite to the hotel is a hawker place where you get good food. Hotel is 15 to 20min walk to the nearest MRT. We had to take taxi couple of times after a tiring day. When in Singapore you need to do a lot of walking so be prepared for it. Average cost for a cab would range from $10 to $25. Rooms are small and clean. Good enough for couple. The premises is well maintained. Roof top pool is clean and accessible only with one lift. Mark at the reception helped us with a smooth and early check in. We arrived at 11:00am and were allowed to check in. The reception staff are friendly except one when asked about suggestions he was rude and not interested to answer. Overall had a pleasant stay."
Average accomodation in a handy location,Date of stay: December 2016,30,"We stayed here as a family and were allocated two rooms that were on the same floor but a few doors apart. Rooms were small but functional and looked to have been refurbished recently. The hotel seems to be a haven for tour groups, we booked through Singapore airlines stopovers as independent travellers. The lobby was chaotic at times and the attention of the staff was a little lacking, but it was a pretty functional place to sleep with air conditioning that worked, and that's mandatory in Singapore."
Stay feedback,Date of stay: January 2017,10,Surprisingly horrible experience!!  1) cold/hot water in shower and tap were not sync ; getting cold for few seconds and then hot. 2) not worth the price ; you can find much better hotels at lesser than there quotation! 3) extremely poor service ! Cold gestures from people at reception. 4) we asked for extra cup/glasses in the night and were told that they had to check with manager whether they can provide or not. We kept waiting and then called to follow up and were told that they cant provide and we should manage with whats provided (2 in total). 5) no 24 hours in room dining available. 6) disappointing swimming pool - looks like a kid pool ! No one available to attend at pool and no towels were made available. 7) room window curtains were broken.  We arrived in singapore on 28 dec and checked in at park hotel (clarke quay) which was a superb hotel and tariffs were much lower than chancellor ! We shifted to chancellor for 31dec-2jan as wanted to stay on orchard road and we truly regretted this decision as clarke quay was much happening !  A big NO for tourist planning to book this hotel - awful service and food !
Central and accessible,Date of stay: December 2016,50,"Centrally located and easily accessible, with the humming shopping area ""Orchard Road"" a short walk away, this is the hotel to opt for.  You have the MRT stations - Orchard Road, Somerset, Dhoby Ghat within 10 mins walking distance and also with the excellent network of buses, you can move around the city with ease.  The hotel rooms are nice and decently equipped for your stay. The coffee shop offers a nice selection of breakfast setting the base for your day ahead.  With all elite brands and shopping malls (OG, Metro etc), you have an array of street side dining joints offering world-wide delicacies/cuisines, is what makes this hotel an option to go for.  The lobby has a small shop which offers some basic medicines in case required, in addition to the knickknacks.  Overall a nice and comfortable stay.  A special note of thanks for Blaire Lee/Duty Manager, who provided a lot of assistance :)"
Value for money,Date of stay: December 2016,40,"Close enough to the prime location of Orchard Rd. Hotel is very easy to find and great access via MRT. It's just behind Concorde hotel and about 3 minutes stroll to Orchard Gateway & 313 Somerset. Another direction will bring you to Plaza Singapura and MRT Station.  Building seems like an old establishment but was heavily refurbished. Everything is brand new, only the lobby that seems a little worn out. Room has a very good size for this price and this location. Double insulated glass also help a lot to keep the room nice and quiet.  Overall a good and comfortable stay."
Nice hotel near Orchard,Date of stay: December 2016,40,"This hotel is near food court and hotel grand central. I think this hotel is suitable for group tour because of the location. I like the water dispenser in every room and the swimming pool. For the room, I think it's just fit for 3 person (2 adult+1 child). I love the rain shower in the bathroom.  The price was okay for hotel near Orchard area, the service was poor (below poor maybe). There's no greetings and no smile from each staff. Don't expect much from the breakfast, my husband hated it because to simple and boring."
So friendly hotel,Date of stay: November 2016,40,"I am Iranian tour guide. We stayed in this nice hotel from 26 November 2016 until 29 Nov. 2016 . We were about 48 people . 45 of them were female , just 3 of my passengers were men . A lot of them were retired teachers. When we arrived hotel . All the staffs welcomed us with smiling faces and we got good energetic and we forgot our tiring . All of us checked in as soon as possible . The assistant welcomed us and was so kind . He gave a lot of information about Singapore to me. He gave us the map of Singapore. In the evening we wanted to go to the sea and how to go and there he helped us and hired 2 mini buses for us.We enjoyed a lot .  The rooms were clean . But as we expect clean places but the restaurant was not so clean . I hardly find the clean table to sit. The cups weren't washed cleaned. The uniform of staffs in restaurant was so boring and some of them didn't wear uniform . I needed something to print . The receptionist helped me to print it. The lady who works at Tour desk is so kind and helpful woman . I thank her a lot.  She promised me to send tour to my country Iran . The view of my room was so beautiful .  When we wanted to leave hotel to our country the assistant escorted us to the bus. As my city ""Tabriz"" will be the capital of Islamic country in 2018 I invited the duty management and tour desk and others to come to Iran and Tabriz in 2018.  Whenever I decide to go to Singapore I'll choose this hotel, too. For some reasons: 1. All the lobby's clerk have smile face and they are kind. 2. It's located in the best area and is close every where.  Best wishes"
Service was poor.,Date of stay: November 2016,30,This hotel is central and near Orchard Road so great for shopping. Had a late checkout from here and when I returned to my room at 11.30am (checkout was midday) I found that my card to 'power' the room wouldn't work. Consequently I had to finish packing in the dark as there was very little natural light. The staff weren't very friendly or helpful towards westerners.
Mediocre but perhaps the cheapest choice in the area,Date of stay: November 2016,20,"I have several issues with this hotel.  The major one is about booking.  I booked this hotel on a third party website three weeks before my trip, but payment was to the hotel direct upon check-in. I booked the wrong type of room accidentally as the design of the booking website is a bit misleading. But I found out this mistake immediately , and called the hotline of the third party hotel booking website to request cancellation within 3 minutes after I booked. The next day, the booking website called back and informed me that the hotel refused to cancel the reservation and would deduct the full amount from my credit card if I cancelled. However, as a gesture of goodwill, the booking website would refund the whole amount to me. What a relief!  I am so surprise that this hotel is so rigid about the booking, and the move of charging my credit card immediately after learning my cancellation (instead of wait till the day when I no show) is bad. While I got refund from the hotel booking website, unless the website is telling lie, I truly appreciate that and it reflects badly on this hotel.  When I checked in, the hotel assigned a room facing the wall of another building to me. I objected because the booking clearly stated the room was city view. After I insisted, the hotel said that it was not guaranteed and subject to availability! But a few seconds after it was said, the hotel gave me another room with a view of the city.  I think the above reflects how badly the hotel manages the reservation.  Regarding the room, the bathroom inside is a bit small. The overall size of the room is not bad. Some rooms use bathtub and some have walk-in shower. The boiler in the room for hot drinking water, while looks weird, is a really good thing. My family had two rooms, and one room had dirts on the wall which looks bad.  Some promotion materials mentioned that the hotel was opened in 2015. From what I observed, this hotel might be a refurbished/ renovated one rather than a brand new hotel. When I stayed here in November 2016, there was re-painting work in some hallways.  The location of the hotel is really convenient. It is not far from Somerset MRT and bus stops on Orchard Road are just a few steps away.  It is a hotel that enjoys a good location and stay here if you want to be close to Orchard Road and couldn't find anything cheaper. Frankly, the room is okay for its price. But if it is not selling cheap, then you should perhaps consider other areas to stay."
It is still all about people,Date of stay: December 2016,40,"We have been to better hotels but Chanchellor is a standout because of one particular employee. We were on our second day of our stay when much to our chagrin we were told that we missed our tour group by a few minutes. Apparently the tour guide was on a tight schedule and decided to leave without us. Ms. Constantine who was then among those manning the front desk went out of her way to contact the tour agency and the guide so that we could catch up with the tour. She pleaded, begged, cajoled, appealed to the tour operator to accomodate us. She also pleasantly engaged us in small talk in between the several calls that she had to make. When she finally succeded to convince the operator to reconsider our case, she called for a taxi, waited with us at the main entrance and gave the driver instructions where to take us. She also gave us her personal number just in case we encounter problems along the way. She was simply amazing! A hotel is not all about amenities nor facilities. It is all about its people."
Handy location,Date of stay: October 2016,40,"This hotel offers good accommodation at a realistic price just off Orchard Road adjacent to cheap eats. Staff are friendly, easy walking distance to train station and the wonderful shopping centres along Orchard Road."
Good value of money,Date of stay: November 2016,40,Its was Great Staying in chancellor Value for Money good location good Hotel for Person who only want come and sleep . Hotel staff is very nice and Helpful free fast internet i liked the drinking water machine in my room which gives u cold and warm water
